id,text,Anger,Disgust,Fear,Joy,Sadness,Surprise
amh_train_track_a_00327,"A fool like Jeremiah, 247 Amara, so that he does not organize and form a union, he carries out their agenda as an Ethiopian mask, when he seems to be awake, the Oromos like him have mastered the",1,1,0,0,0,0
amh_train_track_a_00328,"I don&#39;t understand the damage Biden has done to our country, and it is unfair to ask for an apology for the wrongs America has done to my country.",1,0,0,0,0,0
amh_train_track_a_00329,"Hey, Sarina, you are not right. Even though EHD did not give us anything, it did give us peace. Suddenly, by chance, Aga to lead the government",1,0,0,0,0,0
amh_train_track_a_00330,"You don&#39;t have the best successor, you&#39;re an idiot",0,1,0,0,0,0
amh_train_track_a_00331,"Farah, don&#39;t be extreme. If you burn Israel, people who know nothing will be burned. If you&#39;re happy with this, the creator is a genie. He doesn&#39;t attack. He says that the Palestinian is innocent. It&#39;s sad that he was burned.",1,1,0,0,1,0
amh_train_track_a_00332,A tragic situation occurred because the police did not take the steps that should have been taken in advance.,0,0,0,0,1,0
amh_train_track_a_00333,"You used to be a Pentecostal, what do you do? When the internet closes, it turns to God, when it opens, it turns to pranks.",1,1,0,0,0,0
amh_train_track_a_00334,"The law is valid only because they are Eritreans. Ethiopians are committing more horrible and horrible crimes, aren&#39;t they? Besides robbery, robbery is like murder. Isn&#39;t the crime getting worse? What is the reason for the different judgments of Ethiopians and Eritreans? Enter the age of breathing",1,1,0,0,0,0
amh_train_track_a_00335,"It is a very wonderful expression, Fima Berhanu Jula, the standard set by the defense of this country, the flower should be renewed and strengthened and explained again.",0,0,0,1,0,0
amh_train_track_a_00336,It&#39;s amazing to hear.,0,0,0,1,0,1
amh_train_track_a_00337,"The word woww doesn&#39;t describe the flow of the story, the love of the artists and the quality of the video. Sound quality and selection is wow",0,0,0,1,0,0
amh_train_track_a_00338,"Biruk Abera, what is racism?",1,0,0,0,0,0
amh_train_track_a_00339,"Like Nejewar Lema Megersa Gedu Ambah, Taye Dendaa Takele Uma and other brave fighters, Abi Shimels and Adanech Temesgen and Abraham are pushing the country into a war zone and pushing it to the age of princes. If the democracy is close, we can come and go in peace",1,1,0,0,1,0
amh_train_track_a_00340,Woman who worked for Robert De Niro for 11 years ordered to pay $1.2 million for sex discrimination,0,0,0,0,0,0
amh_train_track_a_00341,"It is sad that a bishop who trades in the name of religion and colluded with terrorists to destroy the country and stand on the forum of mercy, which does not represent religion.",0,1,0,0,1,0
amh_train_track_a_00342,Zor Community Development Organization (ACDO) is a community development organization licensed by the Federal Civil Society Organizations Agency under Decree No. 1113/20111. Aim of Abi-Zer Abi-Zer works with the aim of preventing children who have fallen into trouble due to the death of their parents from dropping out of school. &quot;Abizar&#39;s work experience&quot; Their parents died,0,0,0,0,0,0
amh_train_track_a_00343,"Things you should know about measles, which is becoming a concern all over the world",0,0,0,0,0,0
amh_train_track_a_00344,"According to the Ethiopian People&#39;s Ombudsman, inhuman activities are being carried out in the house demolition campaign in the newly established Sheger town around Addis Ababa.",0,0,0,0,1,0
amh_train_track_a_00345,"Really, Derna Jwer is an incomparable questioner and responsible person, especially the war crimes and the chaos of the Eritrean marriage contract. What you said is a strange truth.",0,0,0,1,0,0
amh_train_track_a_00346,"It&#39;s hard. God doesn&#39;t like the death of the dead. May God reach all the innocents. Of course, the terrorist called Hamas must pay the price. It is necessary to bring it to a level where it will not do this kind of thing again. But innocent children are sad.",0,0,0,0,1,0
amh_train_track_a_00347,"Such a prank, where is that baby-faced man going?",1,0,0,0,0,0
amh_train_track_a_00348,Don&#39;t get tired until we understand ) slightly emotional; It was not fair to praise weak individuals without good reason. Hopefully he got a lesson by now,1,0,0,0,0,0
amh_train_track_a_00349,A swarm of locusts: A plane that was spraying anti-locust chemicals in East Hararge fell.,0,0,0,0,0,0
amh_train_track_a_00350,"In Tigray, 13 children died due to lack of food - Ayder Hospital",0,0,0,0,1,0
amh_train_track_a_00351,It&#39;s very painful baby God bless her,0,0,0,0,1,0
amh_train_track_a_00352,"Oh, I have never thought of law enforcement anarchy in such a public way, by someone who should be rude and insulting. It is very sad. The country has completely broken down.",0,0,0,0,1,0
amh_train_track_a_00353,"Mrs. Berhan is my dear mother. Yes, she intercedes. If he says he has life, our lady is the mother of life.",0,0,0,1,0,0
amh_train_track_a_00354,"I&#39;m very happy, my brother. May you die at home. Thank God for everything",0,0,0,1,0,0
amh_train_track_a_00355,"Is this what we are facing? Our people, who have suffered from the war with the TPLF, are facing another hardship.",0,0,1,0,1,0
amh_train_track_a_00356,I thought you were very stubborn. You and Adanech Abebebe stop your anti-Orthodox work,0,1,0,0,0,0
amh_train_track_a_00357,"It was a very weak government that did not have the capacity to protect the safety of its citizens, and did not even recognize the double agents surrounding it.",1,1,0,0,0,0
amh_train_track_a_00358,"Temesgen Goitom I don&#39;t think the insult is appropriate. When you cling to God, Satan is the only one who annoys you. It is his behavior to insult God, but not to rebuke Satan. Anyone who insults his brother deserves the judgment of the council. And whoever says that he is deaf deserves the judgment of hell fire. — Matthew 5:222",0,0,0,0,0,0
amh_train_track_a_00359,"The truth is, love is powerful. Leo disappointed me",0,0,0,0,1,0
amh_train_track_a_00360,This media is a scammer who trades in lies. Let&#39;s all pay for it by disliking and unsubscribing,0,1,0,0,0,0
amh_train_track_a_00361,Is it the first prophecy? When was it written? It&#39;s amazing Gadisa,0,0,0,0,0,1
amh_train_track_a_00362,"Our father, Abune Zebesemayat, you make the heavens sing. Oh, immorality, you Ethiopians must be abolished.",1,1,0,0,0,0
amh_train_track_a_00363,"Medicine is forgiving, love and mercy are in the heavens.",0,0,0,1,0,0
amh_train_track_a_00364,"My brother, which country are you talking about?",1,0,0,0,1,0
amh_train_track_a_00365,May Allah guide you and make Islam crazy,0,0,0,0,0,0
amh_train_track_a_00366,It was reported that the suspects were arrested in connection with the recent condominium lot,0,0,0,0,0,0
amh_train_track_a_00367,"It would be good, but if we go to ኇla for 50 years, we will confirm that Eritrea is the owner of all our problems!",0,1,0,0,0,0
amh_train_track_a_00368,"It is not sad that the uneducated Eritreans are being treated by the TPLF. Meles Zenawi, who does not sympathize with Eritreans. Where does Abi Ahmed Ali, who sympathizes with us, know when he was growing up? He learned to invade Eritrea with force when he was growing up. He has been on strike for 80 years and has not yet had enough blood.",1,0,0,0,0,0
amh_train_track_a_00369,"If he believed in the truth of Amhara&#39;s prosperity, he issued a very surprising statement. It is the responsibility of all of us to build a country that does not lose its existence to the captives of the past and the gamblers of our hope for the future.",0,0,0,1,0,1
amh_train_track_a_00370,The war in Ethiopia especially in the last 2 years and the conflicts here and there have cost the country a lot. Foreign direct investment is one of the affected sectors. 22,0,0,0,0,1,0
amh_train_track_a_00371,"Jawawar&#39;s effort to be neutral from all issues and not to offend anyone has brought down his political personality. His answers are that he does not have a single political position, but focusing on an idea that everyone can agree on makes him an unreliable politician. Fear is another obstacle. In the world of politics, not everything is as easy as he says. Meekness is war sometimes necessary",0,1,0,0,0,0
amh_train_track_a_00372,Let&#39;s defend this cheating woman together. She is a worshiper of Lucifer,0,1,0,0,0,0
amh_train_track_a_00373,"Hey, I think I went to a commercial bank district",1,1,0,0,0,0
amh_train_track_a_00374,"You are smart, I like your consciousness!👌 And the thieves are very sophisticated.",1,0,0,1,0,0
amh_train_track_a_00375,Let me tell you a fact that you will never be ashamed of in your lifetime. The inhumane and tragic act that is said to have been committed by the Oromo Liberation Front was committed in Fano (Amara Shene) (100 be sure).,0,1,0,0,0,0
amh_train_track_a_00376,"In Ethiopia at the moment, anyone who wants to kill himself should be arrested and imprisoned! No one will leave this bitter life for us!? Let&#39;s close",0,0,0,0,0,0
amh_train_track_a_00377,He is the one who made you fearful and suspicious by giving you a false agenda.,1,1,0,0,0,0
amh_train_track_a_00378,"Haha, they will disappear from the earth, death to the beast, the victory of the human hyenas, to the people of Israel, whom God has chosen.",0,1,0,0,0,0
amh_train_track_a_00379,"My friend King Ayele invited me. I grew up poor. I saw you. At that time, his courage is amazing. Today, he is alive, but the others are gone. We wish you a long life.",0,0,0,1,0,0
amh_train_track_a_00380,"What is the meaning of a balanced measure? First, it is a beast that hides among children and women. It is Hamas that is responsible for the children and women.",1,1,0,0,1,0
amh_train_track_a_00381,"The suffering of the church? Because more than 25 churches and monasteries were victims of heavy weapons and looted relics and relics, we have difficulty in providing services!",0,0,0,0,1,0
amh_train_track_a_00382,It is foolish not to put out the fire that burns near the gasoline at the same moment!,0,0,0,0,0,0
amh_train_track_a_00383,"Which one is the terrorist, Israel or the Philistine, which one is Hitler, who helped them by saying that they are not human beings?",1,1,0,0,0,0
amh_train_track_a_00384,Now the correct word is for the immoral party-like demons like Babylon,0,1,0,0,0,0
amh_train_track_a_00385,"If the regime is not removed or overthrown in time, the danger will be worse.",1,1,0,0,0,0
amh_train_track_a_00386,Daniel&#39;s Tweet I tore up the tweet I wrote when he was invited to give a speech during Abiy&#39;s US visit. Because what can I do if I suddenly find Christ on the road,0,0,0,0,0,0
amh_train_track_a_00387,"Such strength, how wonderful it is to feel this girl who has suffered since her childhood. The Lord you believe in will bless you more than anything else. This life will remain a story.",0,0,0,1,1,0
amh_train_track_a_00388,"Ethiopia has won a great victory on the Red Sea under the great leader, our father, our enemies have died, the resurrection of Ethiopia&#39;s prosperity has been heralded.",0,0,0,1,0,0
amh_train_track_a_00389,"Whose grace is it? He is a nationalist, and they said that one of them took a bath and left the shade. Does she hate us?",0,1,0,0,0,0
amh_train_track_a_00390,Jawar Mohammed is one of the wonderful politicians that our country has produced. I do not believe that there are those who admire Jawar Mohammed for his ability. I am not denying that there are thousands of people who admire him emotionally. He is a genius politician who should have fans outside the nation he is from. From what they say Politicians,0,0,0,1,0,0
amh_train_track_a_00391,"My brother, please read or ask about the history of Eritrea.",1,1,0,0,0,0
amh_train_track_a_00392,"May God have mercy on you, this kind of hatred is a disease of the mind and it is bitter",1,0,0,0,1,0
amh_train_track_a_00393,Gech Gech You are jealous of what you think,0,1,0,0,0,0
amh_train_track_a_00394,"A very wonderful and heart-wrenching drama in which the law enforcer and the translator tried to show what the law should look like, so I can&#39;t help but admire it.",0,0,0,1,0,0
amh_train_track_a_00395,"It was said that the president of South Africa, whose name is being raised in the corruption scandal, will not resign",0,0,0,0,0,0
amh_train_track_a_00396,"In our world, they are the creators of terror, so we used to go from Egypt to Canaan, from Canaan to Jerusalem.",0,1,0,0,0,0
amh_train_track_a_00397,Racism is a vulture. Prophet Muhammad (peace be upon him)?,0,0,0,0,0,0
amh_train_track_a_00398,"Keep blocking me, I hope you get married, I am also the first to block",0,0,0,0,0,0
amh_train_track_a_00399,"Why don&#39;t you worry about Ethiopia, because it is beyond our power and we can&#39;t control, why don&#39;t you shout to stop our wars, to stop the death of our side.",1,0,0,0,0,0
amh_train_track_a_00400,The Canadian bakery was fined 50 million Canadian dollars for increasing the price,0,0,0,0,0,0
amh_train_track_a_00401,"My sister, I&#39;m going to hurt you, it&#39;s so painful, don&#39;t be afraid",0,0,0,0,1,0
amh_train_track_a_00402,"There is no one who is not bitter in this country. The government says that there has been an increase in Sudanese bread, so what will our people expect to happen? It&#39;s surprising. d",1,0,0,0,1,0
amh_train_track_a_00403,"Ugh, it&#39;s so painful. May God give you a day when you forget what you&#39;ve been through. Take heart, my sister. You&#39;re very strong. I can&#39;t control my tears.",0,0,0,0,1,0
amh_train_track_a_00404,"Oh dear, never-ending Iran, Iran is only boasting, but the unexpected Yemen has joined me. May Allah help them, victory for the believers, death for the persecuted, defeat for the barbaric child killers, may Allah&#39;s wrath descend on them.",1,1,0,0,1,0
amh_train_track_a_00405,The woman of Gondar is not attractive on Twitter. It&#39;s good if we all do according to our abilities.,0,1,0,0,0,0
amh_train_track_a_00406,"It&#39;s nice to come, but it&#39;s heartbreaking",0,0,0,1,0,0
amh_train_track_a_00407,She thought I was joking. How many hardships have we gone through to get here.,0,0,0,0,1,0
amh_train_track_a_00408,"God, the suffering of the people of Ethiopia has become our daily life with that crying and wailing, but for how long, Creator, it is beyond our power. Please help us. We are tired. It is beyond our power. You have mercy on us. God, the Creator of Ethiopia, we cry to you. It&#39;s sad, God bless you Let&#39;s hear the judgment from God above",0,0,0,0,1,0
amh_train_track_a_00409,"Father, you are doing an amazing job",0,0,0,0,1,1
amh_train_track_a_00410,"In Gambella, at least 30 foreign refugees have died of starvation and attacks",0,0,0,0,1,0
amh_train_track_a_00411,Simai&#39;s mother is beautiful even when she is sad,0,0,0,1,0,0
amh_train_track_a_00412,"To begin with, he is a racist orthodox like the king who only thinks of Ben as a commercial company.",0,1,0,0,0,0
amh_train_track_a_00413,👍✨✨✨ 🎉😊👏😁👏😃🎉 Congratulations!,0,0,0,1,0,0
amh_train_track_a_00414,"I didn&#39;t judge you for the Eritrean&#39;s suffering. Abi ruined things for them. When he was able to finish talking to them, what is the point of bragging on the media? Because we are being led by a person who is free from knowledge, don&#39;t be too angry, Erei.",0,1,0,0,0,0
amh_train_track_a_00415,"When people in many parts of the country are dying of hunger due to lack of food, it is sad to see the Prime Minister spending his precious money on the inauguration of parks. The main thing the people want from the government is peace, not parks.",0,0,0,0,1,0
amh_train_track_a_00416,"What a surprise, they were saying that our neighborhood was a disaster",0,0,0,0,0,0
amh_train_track_a_00417,Abi&#39;s indifference is a response to these idiots.,0,1,0,0,0,0
amh_train_track_a_00418,"No, you are an idiot when you consider Africa&#39;s number one idiot who has prepared his shelter from the beginning and is sitting in a good country as an example.",0,1,0,0,0,0
amh_train_track_a_00419,"Oh, my lady will be a devil in the morning and will be good in the afternoon",0,0,0,0,0,0
amh_train_track_a_00420,Jesus send you mercy...,0,0,0,0,1,0
amh_train_track_a_00421,"Yesterday, what were you saying about the Iraq war? Today, you have shown us that you are a thorn in the side of Islam.",0,1,0,0,0,0
amh_train_track_a_00422,"Peace4Ethiopia, no matter what happens, it is said that all our talk is crying.",0,0,0,0,1,0
amh_train_track_a_00423,"You are cursed Saudi, bring in the arrested citizens, let them be a flood of tears and take you, name seeker.",1,1,0,0,0,0
amh_train_track_a_00424,The United Nations condemned the countries that stopped giving aid to Gaza,0,0,0,0,0,0
amh_train_track_a_00425,Egypt wants to use this opportunity because the person will make the country an enemy,0,0,0,0,0,0
amh_train_track_a_00426,What is sadder than the sacrifice of hundreds of thousands of young people is the return to power of a master who is not responsible for all this suffering.,1,0,0,0,1,0
amh_train_track_a_00427,What was the main agenda of the illegal meeting of TPLF cadres?,0,0,0,0,0,0
amh_train_track_a_00428,"The private media who claim to be the government media, let&#39;s name and report what is happening to this Fano captive who has not yet been fed up with us, and the Ethiopians named Abi, because it is sad that we are still fighting for the day, Satan is determined to maintain his power and destroy Amara. What does it mean to stand by my side?",1,1,0,0,0,0
amh_train_track_a_00429,"The country is suffering from hunger due to the lack of peace and high cost of living. This is the Prime Minister, Bayu Kutara. The leader is still focused on pork tourism. It is surprising that a country as big as Ethiopia has fallen to a small person. It is only a matter of time that he will be removed like his father, TPLF.",0,1,0,0,0,1
amh_train_track_a_00430,"Who are you to give a warning? Is it the 90 of a nation that has been promoted in its church, a racist, thief, politician, etc., or are they the real fathers who provide proper service to the believers in their own language? I am Moloch Bai shamelessly washed his eyes with salt",1,1,0,0,0,0
amh_train_track_a_00431,"No, Ethiopians are sleepless, we Eretrans knew that Ethiopia was going to collapse. It was when the country was led by Article 39 of the constitution of Ethiopia, that all this war started. Let me mention that President Isaias knew that this was going to happen and the constitution was not suitable for Ethiopia.",0,1,0,0,1,0
amh_train_track_a_00432,"Galanajuta in 1 minute, do you want to be in love?",0,1,0,0,0,0
amh_train_track_a_00433,This thing is a prank! Just so we don&#39;t have to?! Good time!,0,0,1,0,0,1
amh_train_track_a_00434,What a cruel man he is. It is a constant prayer that God be with you,0,0,0,0,1,0
amh_train_track_a_00435,The source of the Oromia rally is fear. The purpose and reality of the rally is as much as heaven and earth.,0,0,0,0,0,0
amh_train_track_a_00436,"Dirty Judah, let Palestine win. Sometimes, try to stand on the side of the truth.",1,1,0,0,0,0
amh_train_track_a_00437,"They are right, but they forgot that if this person continues in power, they will not have a country. Abiy&#39;s concern is only for Amhara",0,1,1,0,0,0
amh_train_track_a_00438,"In my age, I have seen three governments, but I have never seen such a discussion involving the people, criticizing the government in every corner, whether it is suffering or drowning, the prosperity of our country, the construction of houses for the poor, a bakery, feeding and educating children, etc. You who want us to fight and say we will kill you",1,0,0,1,0,0
amh_train_track_a_00439,"Then the graves will be opened, and the dead who have fallen since the creation of the world will rise quickly and in the twinkling of an eye. The Father gives the kingdom and the judgment to the Son; Then a new lightning force will appear",0,0,0,0,0,0
amh_train_track_a_00440,Best photo of the day! A fact that concerns many of us! There is no joke in my religion,0,0,0,1,0,0
amh_train_track_a_00441,"I was inspired to listen to your conversation. I am very satisfied. After Saint Paul suffered a lot for the gospel, not counting other things, it is the idea of all the churches that bothers me every day.",0,0,0,1,0,0
amh_train_track_a_00442,"Does aspartame, a soft drink sweetener, cause cancer? What does the World Health Organization say?",0,0,0,0,0,0
amh_train_track_a_00443,The cast of Friends are heartbroken by Matthew Perry&#39;s death,0,0,0,0,1,0
amh_train_track_a_00444,"Ethiopia, your hope is great, may God give us heart for the gangs who wish you evil",0,0,0,0,1,0
amh_train_track_a_00445,Victory for all human beings. Let no one&#39;s blood be spilled. Don&#39;t die a sad death. All human beings are God&#39;s creatures.,0,0,0,0,0,0
amh_train_track_a_00446,"Oh, when and what will he teach you? Oh, please, don&#39;t prolong the suffering of those who are ignorant.",1,0,0,0,1,0
amh_train_track_a_00447,"Uffff, it&#39;s very sad, don&#39;t be afraid, my sister, how many evil people are there in the house 😭😭😭",0,0,0,0,1,0
amh_train_track_a_00448,It is a pity that we will have a very beautiful palace,0,0,0,1,0,0
amh_train_track_a_00449,But breaking the fast without a good latte,0,0,0,0,0,0
amh_train_track_a_00450,"My sister, can you do something called political conspiracy? As a hypothesis, what if the unmarried lovers are planning another plan? A fool today",0,0,0,0,0,0
amh_train_track_a_00451,What a sad time we have come to,0,0,0,0,1,0
amh_train_track_a_00452,"Let me give an example to people who don&#39;t understand Mr. Saifu suddenly. A father left his nine-room house to his nine children and died. The first son said, &quot;Let&#39;s call him the sky, I deserve all the rooms. All the rooms belong to me.&quot; Firm Blot Ato Workneh Ato Irsete Signed then Mr. Erset Batana",0,0,0,0,0,0
amh_train_track_a_00453,"How many poor people died because of you, Allah will judge you",1,1,0,0,0,0
amh_train_track_a_00454,"You are afraid of the cannibal and ignorant Fanon, and hanged on the ancestors.",1,1,0,0,0,0
amh_train_track_a_00455,"You will not be silent! We are the people who eat corn husks when it is ripe. Amhara not only hate us, but they are a wonderful people who taught us everything.",1,0,0,0,0,0
amh_train_track_a_00456,"Ermine you have excluded, all you serpents of the wild vulture.",0,1,0,0,0,0
amh_train_track_a_00457,"Oh my God, pray for medhanilem. Oh my God, what is the point of bringing everyone&#39;s lies? You said wait for tomorrow. We will wait for tomorrow.",1,1,0,0,0,0
amh_train_track_a_00458,"Before going to work in the morning, starting our day by bowing while thinking about the suffering that our Lord will suffer.",0,0,0,0,0,0
amh_train_track_a_00459,"&quot;There is a lack of trust between the federal government and the TPLF,&quot; said Getachew Reda",0,0,0,0,0,0
amh_train_track_a_00460,"Oh, they only gave her love, the payer was the other one.",0,0,0,0,0,0
amh_train_track_a_00461,"In this case, we clearly know that Amhara is a citizen and then an enemy. If it is Amhara who has attacked him in the past, he has reached the point of declaring his independence. The dark day of the Ashebari government and the Amhara citizens has arrived.",0,1,0,0,0,0
amh_train_track_a_00462,"God is long-suffering and His power is great, and He does not call the guilty innocent.",0,0,0,0,0,0
amh_train_track_a_00463,"Death to Israel, death to America, death to the United Nations, death to powerful governments, Palestine is a country that fights with stones. If they have, it clearly shows that they are standing by her side",1,1,0,0,0,0
amh_train_track_a_00464,"It would be best if you convey the message to your superiors in the language they understand. After all, their name is cotton.",1,1,0,0,0,0
amh_train_track_a_00465,The sight of the lives of children killed by explosives in a real Gatha will make us never forget the war.,0,0,0,0,1,0
amh_train_track_a_00466,"Whose seed is Goemzer, so change your name and think Tewdros so that you can be betrothed to be the eighth king. From children to adults, their love for their style is amazing.",0,1,0,0,0,0
amh_train_track_a_00467,Divide and conquer did not fire the TPLF ombudsman! This 15th century unprincipled inhumane racist will not be raised.,1,0,0,0,0,0
amh_train_track_a_00468,I think it is good to remember that you should not forget to be careful of the bad guys.,0,1,0,0,0,0
amh_train_track_a_00469,"It&#39;s true, if you don&#39;t forget, Mesai Officer had a strange idea at that time.",0,0,0,0,0,0
amh_train_track_a_00470,"Romans 13:1 Let every soul be subject to the authorities, for there is no authority unless it comes from God, and the authorities are appointed by God. Do it and you will be grateful from him. 4 Lm",0,0,0,0,0,0
amh_train_track_a_00471,Trump said he would &quot;encourage&quot; Russia to attack countries that do not pay their NATO membership fees,0,0,0,0,0,0
amh_train_track_a_00472,"Abel, thank you very much for letting us know that you hate Amhara.",1,1,0,0,0,0
amh_train_track_a_00473,"I think you&#39;re right, Janhoi, but I think those who did something unknown to them were wronged with useless hatred. But I think that the government was dark and sentimental and the Amhara hatred and bloodshed in the country.",1,1,0,0,0,0
amh_train_track_a_00474,I have a lot of respect for Dr. Sisay for his balanced opinions that are constantly being presented.,0,0,0,1,0,0
amh_train_track_a_00475,Why did you get rich by killing people and raising the cost of living to an unprecedented level? This is prosperity for you.,1,1,0,0,0,0
amh_train_track_a_00476,He did not say that the house is prosperous. The house is Turinafa.,1,1,0,0,0,0
amh_train_track_a_00477,"When a blind man sees a rooster for the first time, everything big and beautiful in the world looks like a rooster. You have never seen anything else, and you are blinded",0,1,0,0,0,0
amh_train_track_a_00478,"It&#39;s very sad, my mother, take heart 💔😭😭😭",0,0,0,0,1,0
amh_train_track_a_00479,Amazing work is being done at Pippi&#39;s house. The goal has been to bring TPLF into PP. Sabbatha and Birhane are the ones who should not leave the country. b,1,0,0,0,0,1
amh_train_track_a_00480,"Oh, the death of Waqa 😂😂😂 Do Egypt, Yemen, Syria... worship Waqa? 😂",0,0,0,0,0,0
amh_train_track_a_00481,"Human suffering is endless, but those sufferings brought good lessons and good things to human beings, and there were other similar incidents where people ate human bodies like animals. May God protect us from danger.",0,0,0,0,1,0
amh_train_track_a_00482,"Although this issue is good, I am tired of thinking about how much change management resistance there is in the Ethiopian context. This is due to the current lack of trust and racial division. On top of that, we have not been able to solve our problems around the table. with",0,0,1,0,1,0
amh_train_track_a_00483,"Just forget all of them, thank you for the name of the people of Tigray. Tigray must end. It must be seen that he has given us so that there is no one left.",0,1,0,0,1,0
amh_train_track_a_00484,What if this is the job? Killing! Did you suddenly lose it as it is my job to carry out everything that can be used to destroy it?,1,1,0,0,0,0
amh_train_track_a_00485,"In fact, the terrorist campaign, which is more extreme than the previous one, by himself and others, including the false narrative that divides the people in every city, when the church turns into terror, instead of calming it down,",1,1,0,0,0,0
amh_train_track_a_00486,"Typhoon people, typhoon country, from the media, journalists, artists, intellectuals, the people of this country are out of balance, what are you made of? Heaven, without being told, a library that has been used as a record for 40 years.",1,1,0,0,0,0
amh_train_track_a_00487,Tigray and Gondar are bordered by Tekeze River. Gondar live in Wolkait and Tigre live in Tigray.,1,0,0,0,0,0
amh_train_track_a_00488,All you fools are fools.,1,1,0,0,0,0
amh_train_track_a_00489,"The death of the saints does not prevent them from worshiping, because the saints have received the living flesh and blood of Christ after death and are alive because they have put on the new clothes. If Elsa&#39;s skeleton resurrects, the intercession of Our Lady (Mother of God) will enter heaven.",0,0,0,1,0,0
amh_train_track_a_00490,It&#39;s Ethiopia&#39;s time to be strong. We have a dear leader who understands the greatness of Ethiopia. He will return everything that was taken from us. Thank you to all of you who are working hard to protect Ethiopia. Conspiracy is failing and work is winning. Ethiopia is moving forward. Ethiopia was a country that had two sea gates.,0,0,0,1,0,0
amh_train_track_a_00491,"Natus is good for your citizens who are suffering in Saudi prisons. If you are not talking about useless things, be the voice of the government for the suffering of your citizens.",1,1,0,0,1,0
amh_train_track_a_00492,"You just did politics. Prosperity is what the evil spirit is obsessed with. For 5 years, it is a dangerous group that cannot survive even one day if it does not drink human blood",1,1,0,0,0,0
amh_train_track_a_00493,The American government is going to start giving food aid to Ethiopia,0,0,0,0,0,0
amh_train_track_a_00494,Saint George will save you when she faced today&#39;s tragic situation in the midst of a smoke bomb that was thrown in the church. A,0,0,0,1,1,0
amh_train_track_a_00495,"Your disdain is very different. When you are happy when the people of Tigray are suffering, you make a statement saying that you have insulted Eritrean people for Christmas.",1,0,0,0,0,0
amh_train_track_a_00496,"There is no need to tell anyone how much the love of a child is, especially for innocent children and children, even in times of war, it shows that we should protect them and take care of them. It is enough to see the happiness between father and son. Terrible massacre in this",0,0,0,1,1,0
amh_train_track_a_00497,Ilan pointed out that field X is about to be used for free,0,0,0,0,0,0
amh_train_track_a_00498,"May Allah bring us peace and free us from oppression. I think that the balance between Israel and Hamas is good, but I have an opinion that if you leave the country, lest Allah destroy you with the evils that Israel commits, Allah does not like oppressors.",0,0,1,0,0,0
amh_train_track_a_00499,"Leave it? What would our enemies do to us worse than this? They don&#39;t massacre people by nationality, there is a way to get from one region to the capital.",1,0,0,0,0,0
amh_train_track_a_00500,"Filiposei, my problem is that without him, my blood will not work. What do you mean by Turks? I am also Turkish. What do you mean?",1,0,0,0,0,0
amh_train_track_a_00501,"What are you doing, my virgin who hates me so much, my Lord&#39;s mother, may your mercy not separate us.",0,0,0,0,1,0
amh_train_track_a_00502,"There is a cruel mother, so don&#39;t be afraid, you will see him through, hero, the main thing is not to give up hope.",0,0,0,0,1,0
amh_train_track_a_00503,"The authority is buried. I have never heard them. I am going on a direct comment. Listen, my brother, famine, drought and floods are man-made, not natural. If it was natural, Egypt would be starving in the desert with one river. They say that Arabia is in the desert, but they are not starving. As you are used to, they spied gasoline in Lugna, so South Sudan also has gasoline. They don&#39;t have any, Libya doesn&#39;t have Benzyl, and Nigeria doesn&#39;t have minerals either",1,0,0,0,0,0
amh_train_track_a_00504,I am not there. Even space is dangerous on earth. But who is proud of peas? Sour?,0,0,0,0,0,0
amh_train_track_a_00505,Why don&#39;t insurance institutions come down to the public and educate them? It&#39;s very sad that we only know about car and property insurance. We still have a lot to grow.,0,0,0,1,1,0
amh_train_track_a_00506,But to shorten it? Happy birthday sir!,0,0,0,1,0,0
amh_train_track_a_00507,"Hey Ismail, there is a nail. No, love is blind",0,1,0,0,0,0
amh_train_track_a_00508,"O Amara, listen to the bones of your forefathers instead of the discourses of today&#39;s politicians, to be a generation that will not only get depressed because of the never-ending conspiracy drama and the gluttony of the leaders who betray you like Judas. Amara is in a test that he has never faced in the last 5000 years. The judge is only his unity and his arm. Realizing that everything that has happened is a prelude to what is yet to happen and preparing for what will happen",1,1,0,0,0,0
amh_train_track_a_00509,"If you kill a million people in this land, you will be considered a hero, but you will not be called anything.",1,1,0,0,0,0
amh_train_track_a_00510,"Sister Zebider, I have a special respect and admiration for you. We are by your side",0,0,0,1,0,0
amh_train_track_a_00511,"No complaints, no insults, no insults, no love.",0,0,0,0,1,0
amh_train_track_a_00512,"I could not hide the sadness and loneliness I felt when I saw the silence of the children of Zion. Thinking that the campaign was to save the country, we kept silent in the funeral and pushed them to be so brutal in one of their churches.",0,0,0,0,1,0
amh_train_track_a_00513,"Prices Ceiling Setting has been released on Arci wheat, barley and Gojam teff! Did you hear about it?",0,0,0,0,0,0
amh_train_track_a_00514,Your crime will not be forgiven. The rest of you will be in purgatory. Eternal torment is calling your name. You will be alone here without anyone to help you. The fiery depths,1,1,0,0,0,0
amh_train_track_a_00515,"Our Ainalem, what happened to her. She was the best patriotic journalist we remember from our childhood. It is very sad that she passed away when she was still working.",0,0,0,0,1,0
amh_train_track_a_00516,Oromara: What do the participants of the agreement between Amhara and Oromo parties say?,0,0,0,0,0,0
amh_train_track_a_00517,Let me repeat to you that there is no such thing as a racist in Ethiopia. I g,1,1,0,0,0,0
